post_id,platform,content_type,topic,language,region,post_datetime,hashtags,sentiment_score,views,likes,comments,shares,engagement_rate,is_viral,post_date,post_time,followers,engagement_level,follower_category,creator_id
371,LinkedIn,poll,Education,PT,CA,"2025-06-25 10:37:00","#Certification #AcademicSuccess #StudyTips #Education #Knowledge #Learning",-0.05,18039,492,189,75,0.042,0,2025-06-25,10:37:00,420,LOW,SMALL,5
372,LinkedIn,image,Lifestyle,EN,MX,"2025-06-30 10:59:00","#MindfulLiving #Wellness #Motivation #Lifestyle",-0.24,46407,3092,1189,475,0.1025,1,2025-06-30,10:59:00,1025,LOW,SMALL,5
373,LinkedIn,video,Sports,FR,IN,"2025-01-22 18:28:00","#Football #Fitness #Workout #Sports #Training",0.61,25439,1268,487,195,0.0767,0,2025-01-22,18:28:00,767,LOW,SMALL,5
374,LinkedIn,video,Fashion,UR,IN,"2025-01-13 15:29:00","#Style #Fashion #OOTD #TrendingStyle #Lookbook",0.57,38599,2546,979,391,0.1015,1,2025-01-13,15:29:00,1015,LOW,SMALL,5
375,LinkedIn,poll,Travel,DE,IN,"2025-09-03 04:35:00","#Wanderlust #Travel #Tourism",0.53,24422,537,206,82,0.0339,0,2025-09-03,04:35:00,339,LOW,SMALL,5
376,LinkedIn,article,Food,FR,CA,"2025-09-27 14:01:00","#FoodBlog #Recipe #Food",-0.65,33143,897,345,138,0.0417,0,2025-09-27,14:01:00,417,LOW,SMALL,5
377,LinkedIn,poll,Fashion,EN,DE,"2025-07-23 15:24:00","#Fashion #OOTD #FashionTips #Style #TrendingStyle",-0.21,6740,170,65,26,0.039,0,2025-07-23,15:24:00,390,LOW,SMALL,5
378,LinkedIn,carousel,Health,JA,UK,"2025-03-25 13:57:00","#Wellness #HealthTips #Health #MentalHealth #Fitness #Nutrition",0.92,22981,507,195,78,0.034,0,2025-03-25,13:57:00,340,LOW,SMALL,5
379,LinkedIn,poll,Health,HI,US,"2025-07-29 08:11:00","#MentalHealth #HealthTips #Wellness #Health #Fitness #Nutrition",0.69,20791,1687,649,259,0.1249,1,2025-07-29,08:11:00,1249,LOW,SMALL,5
380,LinkedIn,image,Travel,JA,BR,"2025-01-14 04:19:00","#Journey #Tourism #Travel #Wanderlust #Adventure #ExploreMore",0.94,43256,1602,616,246,0.057,0,2025-01-14,04:19:00,570,LOW,SMALL,5
381,LinkedIn,article,Lifestyle,JA,IN,"2025-11-03 18:36:00","#Motivation #Positivity #Lifestyle #DailyLife #Wellness #MindfulLiving",0.44,21950,1067,410,164,0.0748,0,2025-11-03,18:36:00,748,LOW,SMALL,5
382,LinkedIn,video,Education,ES,US,"2025-05-20 14:18:00","#AcademicSuccess #Learning #Education #Knowledge #Certification",0.1,11953,594,228,91,0.0766,0,2025-05-20,14:18:00,766,LOW,SMALL,5
383,LinkedIn,image,Lifestyle,UR,DE,"2025-02-19 14:00:00","#Wellness #Motivation #MindfulLiving #DailyLife",0.95,11684,295,113,45,0.0389,0,2025-02-19,14:00:00,388,LOW,SMALL,5
384,LinkedIn,video,Fashion,FR,BR,"2025-10-14 16:34:00","#FashionTips #Fashion #TrendingStyle #Style #Lookbook #OOTD",0.26,32425,1245,479,191,0.0591,0,2025-10-14,16:34:00,591,LOW,SMALL,5
385,LinkedIn,image,Sports,JA,CA,"2025-09-25 10:45:00","#Sports #Workout #Training #Fitness #Cricket",-0.13,15848,501,193,77,0.0488,0,2025-09-25,10:45:00,488,LOW,SMALL,5
386,LinkedIn,video,Sports,HI,FR,"2025-12-20 03:01:00","#Training #Basketball #Sports #Fitness #Cricket #Football",0.06,4884,215,83,33,0.0681,0,2025-12-20,03:01:00,680,LOW,SMALL,5
387,LinkedIn,image,Technology,HI,UK,"2025-12-08 09:58:00","#MachineLearning #Innovation #Programming #CodingLife #DataScience #TechTrends #AI",0.91,19178,1822,701,280,0.1462,1,2025-12-08,09:58:00,1462,LOW,SMALL,5
388,LinkedIn,image,Education,ES,AU,"2025-11-10 09:52:00","#Learning #AcademicSuccess #Education #Knowledge #Certification #StudyTips",0.85,1283,122,47,18,0.1473,1,2025-11-10,09:52:00,1472,LOW,SMALL,5
389,LinkedIn,article,Business,JA,DE,"2025-12-24 15:06:00","#StartupLife #CareerGrowth #Leadership #BusinessTips",0.64,21596,541,208,83,0.0386,0,2025-12-24,15:06:00,386,LOW,SMALL,5
390,LinkedIn,article,Fashion,ES,JP,"2025-07-04 17:02:00","#OOTD #TrendingStyle #Fashion",0.67,49245,1968,757,302,0.0615,0,2025-07-04,17:02:00,615,LOW,SMALL,5
391,LinkedIn,carousel,Business,PT,UK,"2025-08-08 09:43:00","#Entrepreneur #BusinessTips #CareerGrowth #StartupLife #Leadership",0.71,45336,1018,391,156,0.0346,0,2025-08-08,09:43:00,346,LOW,SMALL,5
392,LinkedIn,video,Health,PT,CA,"2025-02-22 05:23:00","#Fitness #Wellness #MentalHealth #Health",0.65,33709,1252,481,192,0.0572,0,2025-02-22,05:23:00,572,LOW,SMALL,5
393,LinkedIn,poll,Food,UR,FR,"2025-07-02 15:32:00","#Foodie #Recipe #Food #FoodBlog #MustTry",0.54,9821,170,65,26,0.0267,0,2025-07-02,15:32:00,267,LOW,SMALL,5
394,LinkedIn,article,Entertainment,JA,US,"2025-04-02 14:19:00","#Funny #Entertainment #MovieTime #FollowForMore #Viral #ShowBiz #Trending",0.69,18148,1056,406,162,0.0896,1,2025-04-02,14:19:00,896,LOW,SMALL,5
395,LinkedIn,poll,Fashion,EN,US,"2025-08-09 03:28:00","#TrendingStyle #Lookbook #FashionTips #Fashion #OOTD",0.8,20860,1823,701,280,0.1345,1,2025-08-09,03:28:00,1345,LOW,SMALL,5
396,LinkedIn,video,Travel,PT,MX,"2025-06-09 15:07:00","#Journey #Tourism #ExploreMore #Adventure #Travel #Wanderlust",0.7,25759,1654,636,254,0.0988,1,2025-06-09,15:07:00,988,LOW,SMALL,5
397,LinkedIn,image,Lifestyle,DE,US,"2025-01-15 10:22:00","#Wellness #Lifestyle #Motivation #DailyLife #MindfulLiving #Positivity",0.61,24020,473,182,72,0.0303,0,2025-01-15,10:22:00,303,LOW,SMALL,5
398,LinkedIn,video,Business,FR,UK,"2025-10-31 09:07:00","#Entrepreneur #BusinessTips #StartupLife #Leadership #Hustle",0.65,34735,2971,1142,457,0.1316,1,2025-10-31,09:07:00,1316,LOW,SMALL,5
399,LinkedIn,image,Technology,JA,CA,"2025-01-12 12:24:00","#Innovation #AI #TechTrends #CodingLife #DataScience",0.6,33949,2633,1012,405,0.1194,1,2025-01-12,12:24:00,1194,LOW,SMALL,5
400,LinkedIn,image,Sports,UR,DE,"2025-08-12 09:13:00","#Football #Sports #Training #Basketball #Workout",0.97,48035,4208,1618,647,0.1348,1,2025-08-12,09:13:00,1348,LOW,SMALL,5
401,LinkedIn,article,Food,DE,UK,"2025-02-04 15:13:00","#Food #Cooking #FoodBlog #Foodie #Recipe",0.64,41957,2325,894,357,0.0853,1,2025-02-04,15:13:00,853,LOW,SMALL,5
402,LinkedIn,poll,Sports,EN,AU,"2025-04-06 10:52:00","#Basketball #Football #Cricket #Training #Workout #Sports #Fitness",0.49,10861,766,294,117,0.1086,1,2025-04-06,10:52:00,1086,LOW,SMALL,5
403,LinkedIn,image,Health,PT,DE,"2025-02-02 13:52:00","#Nutrition #Wellness #Fitness #MentalHealth #Health",0.47,13577,228,88,35,0.026,0,2025-02-02,13:52:00,260,LOW,SMALL,5
404,LinkedIn,image,Travel,JA,AU,"2025-08-12 09:10:00","#Adventure #Travel #Wanderlust #Journey #ExploreMore",0.43,48348,2432,935,374,0.0774,0,2025-08-12,09:10:00,774,LOW,SMALL,5
405,LinkedIn,article,Technology,HI,DE,"2025-11-05 09:57:00","#CodingLife #Programming #AI #TechTrends #DataScience",-0.08,38419,2277,876,350,0.0912,1,2025-11-05,09:57:00,912,LOW,SMALL,5
406,LinkedIn,article,Fashion,UR,JP,"2025-02-16 09:21:00","#Lookbook #TrendingStyle #Style #FashionTips #Fashion #OOTD",0.53,18992,914,351,140,0.0741,0,2025-02-16,09:21:00,741,LOW,SMALL,5
407,LinkedIn,image,Food,EN,JP,"2025-10-01 09:34:00","#Recipe #Foodie #Cooking #Food #FoodBlog #MustTry",0.21,2381,138,53,21,0.0899,1,2025-10-01,09:34:00,898,LOW,SMALL,5
408,LinkedIn,poll,Technology,EN,BR,"2025-05-10 14:44:00","#Programming #CodingLife #AI #MachineLearning #TechTrends",0.95,26754,2519,969,387,0.1449,1,2025-05-10,14:44:00,1449,LOW,SMALL,5
409,LinkedIn,image,Lifestyle,HI,BR,"2025-06-02 10:40:00","#MindfulLiving #Positivity #Lifestyle #DailyLife #Wellness",0.27,31873,2098,807,322,0.1013,1,2025-06-02,10:40:00,1013,LOW,SMALL,5
410,LinkedIn,image,Health,HI,MX,"2025-12-24 09:26:00","#Nutrition #HealthTips #Fitness #Wellness #Health #MentalHealth",0.51,30058,2232,858,343,0.1143,1,2025-12-24,09:26:00,1143,LOW,SMALL,5
411,LinkedIn,video,Technology,PT,BR,"2025-11-18 09:10:00","#Innovation #CodingLife #MachineLearning #TechTrends",-0.04,32350,2230,857,343,0.1061,1,2025-11-18,09:10:00,1061,LOW,SMALL,5
412,LinkedIn,video,Lifestyle,ES,CA,"2025-06-17 06:26:00","#DailyLife #Positivity #Wellness #Motivation #Lifestyle",0.41,37603,2325,894,357,0.0951,1,2025-06-17,06:26:00,951,LOW,SMALL,5
413,LinkedIn,video,Entertainment,JA,BR,"2025-05-15 05:25:00","#FollowForMore #Funny #Trending #Viral #Entertainment #ShowBiz #MovieTime",-0.89,48093,1662,639,255,0.0532,0,2025-05-15,05:25:00,532,LOW,SMALL,5
414,LinkedIn,carousel,Travel,HI,BR,"2025-04-15 14:47:00","#Tourism #Adventure #Journey #Travel #Wanderlust #ExploreMore",-0.11,12820,490,188,75,0.0588,0,2025-04-15,14:47:00,588,LOW,SMALL,5
415,LinkedIn,video,Technology,UR,UK,"2025-05-01 07:37:00","#CodingLife #TechTrends #AI #Innovation #MachineLearning #Programming #DataScience",-0.64,14907,715,275,110,0.0738,0,2025-05-01,07:37:00,738,LOW,SMALL,5
416,LinkedIn,carousel,Food,UR,IN,"2025-02-18 09:59:00","#Recipe #Cooking #Food #MustTry",0.77,20825,1961,754,301,0.145,1,2025-02-18,09:59:00,1450,LOW,SMALL,5
417,LinkedIn,image,Sports,EN,CA,"2025-04-02 15:56:00","#Fitness #Sports #Football #Basketball #Workout #Training",0.43,9380,481,185,74,0.0789,0,2025-04-02,15:56:00,789,LOW,SMALL,5
418,LinkedIn,image,Education,PT,UK,"2025-05-15 08:20:00","#Education #Knowledge #StudyTips #Learning #Certification #AcademicSuccess",0.43,13002,224,86,34,0.0266,0,2025-05-15,08:20:00,266,LOW,SMALL,5
419,LinkedIn,image,Sports,JA,FR,"2025-03-01 15:28:00","#Workout #Cricket #Basketball #Training #Fitness",0.83,10702,280,108,43,0.0404,0,2025-03-01,15:28:00,404,LOW,SMALL,5
420,LinkedIn,article,Business,UR,MX,"2025-03-28 08:57:00","#Leadership #Entrepreneur #BusinessTips #StartupLife #CareerGrowth #Hustle",-0.78,33644,1468,564,225,0.0672,0,2025-03-28,08:57:00,672,LOW,SMALL,5
421,LinkedIn,image,Technology,UR,IN,"2025-07-21 09:09:00","#AI #TechTrends #CodingLife",0.97,39941,2875,1106,442,0.1108,1,2025-07-21,09:09:00,1108,LOW,SMALL,5
422,LinkedIn,image,Technology,JA,DE,"2025-10-19 09:18:00","#Programming #AI #CodingLife #TechTrends #Innovation",0.51,27143,588,226,90,0.0333,0,2025-10-19,09:18:00,333,LOW,SMALL,5
423,LinkedIn,video,Sports,PT,FR,"2025-05-26 20:07:00","#Basketball #Training #Football #Fitness #Workout",0.9,34597,1141,439,175,0.0508,0,2025-05-26,20:07:00,508,LOW,SMALL,5
424,LinkedIn,carousel,Health,JA,UK,"2025-10-16 02:27:00","#HealthTips #Wellness #MentalHealth #Fitness #Nutrition",0.71,31377,2167,833,333,0.1063,1,2025-10-16,02:27:00,1063,LOW,SMALL,5
425,LinkedIn,video,Travel,HI,UK,"2025-08-28 15:09:00","#Journey #Wanderlust #Adventure #ExploreMore",0.74,37109,814,313,125,0.0338,0,2025-08-28,15:09:00,337,LOW,SMALL,5
426,LinkedIn,article,Fashion,HI,AU,"2025-08-06 15:46:00","#OOTD #Lookbook #FashionTips #TrendingStyle #Fashion #Style",0.8,12767,1014,390,156,0.1223,1,2025-08-06,15:46:00,1223,LOW,SMALL,5
427,LinkedIn,carousel,Technology,HI,FR,"2025-12-27 15:28:00","#Programming #DataScience #CodingLife #MachineLearning #AI #Innovation #TechTrends",0.1,45132,925,356,142,0.0316,0,2025-12-27,15:28:00,316,LOW,SMALL,5
428,LinkedIn,poll,Technology,EN,FR,"2025-03-01 15:44:00","#Programming #CodingLife #Innovation #TechTrends #MachineLearning #DataScience",0.98,45243,2263,870,348,0.077,0,2025-03-01,15:44:00,770,LOW,SMALL,5
429,LinkedIn,image,Entertainment,ES,MX,"2025-01-08 09:12:00","#Viral #FollowForMore #ShowBiz",0.66,42029,3463,1332,532,0.1268,1,2025-01-08,09:12:00,1268,LOW,SMALL,5
430,LinkedIn,poll,Business,HI,UK,"2025-08-26 15:07:00","#Entrepreneur #CareerGrowth #Leadership #Hustle",0.67,16900,529,203,81,0.0482,0,2025-08-26,15:07:00,482,LOW,SMALL,5
431,LinkedIn,poll,Health,EN,DE,"2025-01-05 15:54:00","#Nutrition #HealthTips #Fitness #Health #Wellness #MentalHealth",0.75,41074,3712,1428,571,0.1391,1,2025-01-05,15:54:00,1391,LOW,SMALL,5
432,LinkedIn,carousel,Business,EN,AU,"2025-01-10 14:04:00","#Hustle #CareerGrowth #Leadership #BusinessTips #Entrepreneur",0.79,30381,2191,843,337,0.111,1,2025-01-10,14:04:00,1110,LOW,SMALL,5
433,LinkedIn,article,Sports,UR,BR,"2025-08-29 10:14:00","#Workout #Football #Cricket #Basketball #Sports #Fitness #Training",-0.25,45112,2312,889,355,0.0789,0,2025-08-29,10:14:00,789,LOW,SMALL,5
434,LinkedIn,image,Travel,ES,CA,"2025-04-17 09:30:00","#Adventure #Journey #ExploreMore #Wanderlust",0.88,33356,1379,530,212,0.0637,0,2025-04-17,09:30:00,637,LOW,SMALL,5
435,LinkedIn,video,Fashion,EN,US,"2025-07-03 11:10:00","#FashionTips #Fashion #Lookbook #Style",0.77,8909,542,208,83,0.0938,1,2025-07-03,11:10:00,938,LOW,SMALL,5
436,LinkedIn,carousel,Lifestyle,DE,DE,"2025-01-24 17:57:00","#MindfulLiving #Wellness #Lifestyle #Motivation",0.97,30958,3019,1161,464,0.1501,1,2025-01-24,17:57:00,1501,LOW,SMALL,5
437,LinkedIn,article,Entertainment,HI,AU,"2025-01-22 10:07:00","#Trending #Viral #ShowBiz #FollowForMore",0.05,7507,174,67,26,0.036,0,2025-01-22,10:07:00,360,LOW,SMALL,5
438,LinkedIn,image,Education,ES,IN,"2025-04-14 15:15:00","#Knowledge #Certification #Education #Learning #StudyTips #AcademicSuccess",0.01,42251,2382,916,366,0.0868,1,2025-04-14,15:15:00,868,LOW,SMALL,5
439,LinkedIn,video,Fashion,PT,BR,"2025-03-12 13:57:00","#FashionTips #OOTD #Fashion #Style #TrendingStyle #Lookbook",0.06,5560,104,40,16,0.029,0,2025-03-12,13:57:00,290,LOW,SMALL,5
440,LinkedIn,image,Health,ES,FR,"2025-02-01 09:59:00","#Wellness #HealthTips #Health #Fitness #Nutrition #MentalHealth",0.81,37281,3233,1243,497,0.1334,1,2025-02-01,09:59:00,1334,LOW,SMALL,5
441,LinkedIn,image,Education,EN,UK,"2025-09-28 04:25:00","#Certification #Education #StudyTips #Knowledge #AcademicSuccess #Learning",0.24,6523,107,41,16,0.0254,0,2025-09-28,04:25:00,254,LOW,SMALL,5
442,LinkedIn,image,Health,ES,AU,"2025-10-04 09:35:00","#HealthTips #Fitness #Wellness #Health #Nutrition",0.07,17953,525,202,80,0.0451,0,2025-10-04,09:35:00,451,LOW,SMALL,5
443,LinkedIn,image,Health,HI,US,"2025-07-10 14:03:00","#Health #MentalHealth #Fitness #HealthTips #Nutrition #Wellness",0.54,49874,4478,1722,689,0.1382,1,2025-07-10,14:03:00,1382,LOW,SMALL,5
444,LinkedIn,poll,Fashion,FR,DE,"2025-06-03 10:24:00","#Lookbook #Style #Fashion #FashionTips #TrendingStyle #OOTD",0.49,28898,2215,852,340,0.118,1,2025-06-03,10:24:00,1180,LOW,SMALL,5
445,LinkedIn,article,Entertainment,EN,FR,"2025-03-08 15:23:00","#Funny #FollowForMore #ShowBiz #MovieTime #Viral #Trending #Entertainment",-0.38,33082,1774,682,273,0.0826,1,2025-03-08,15:23:00,826,LOW,SMALL,5
446,LinkedIn,carousel,Sports,ES,AU,"2025-03-07 15:45:00","#Training #Cricket #Sports #Fitness #Basketball #Football #Workout",0.27,25204,1986,764,305,0.1213,1,2025-03-07,15:45:00,1213,LOW,SMALL,5
447,LinkedIn,article,Food,PT,IN,"2025-03-03 14:33:00","#Food #Cooking #FoodBlog #Foodie",0.69,10363,277,106,42,0.0413,0,2025-03-03,14:33:00,413,LOW,SMALL,5
448,LinkedIn,poll,Health,EN,UK,"2025-05-26 15:07:00","#Fitness #Health #HealthTips #Wellness #Nutrition #MentalHealth",0.94,25727,1447,556,222,0.0866,1,2025-05-26,15:07:00,866,LOW,SMALL,5
449,LinkedIn,poll,Sports,ES,AU,"2025-11-22 15:28:00","#Training #Workout #Football #Sports",0.13,27845,1103,424,169,0.061,0,2025-11-22,15:28:00,610,LOW,SMALL,5
450,LinkedIn,carousel,Education,EN,JP,"2025-05-23 05:01:00","#Certification #Knowledge #Learning #AcademicSuccess #StudyTips #Education",-0.51,4465,284,109,43,0.098,1,2025-05-23,05:01:00,980,LOW,SMALL,5
451,LinkedIn,poll,Business,JA,AU,"2025-01-10 10:17:00","#Entrepreneur #Leadership #CareerGrowth #BusinessTips",0.1,27332,1443,555,222,0.0813,1,2025-01-10,10:17:00,813,LOW,SMALL,5
452,LinkedIn,carousel,Technology,DE,FR,"2025-04-03 14:16:00","#AI #Programming #Innovation",0.49,17748,1281,492,197,0.1111,1,2025-04-03,14:16:00,1111,LOW,SMALL,5
453,LinkedIn,video,Lifestyle,PT,MX,"2025-01-31 10:01:00","#Lifestyle #Motivation #Positivity #MindfulLiving #DailyLife #Wellness",0.59,25609,2236,860,344,0.1344,1,2025-01-31,10:01:00,1344,LOW,SMALL,5
454,LinkedIn,article,Technology,FR,BR,"2025-11-02 15:48:00","#TechTrends #AI #DataScience #CodingLife #MachineLearning #Innovation #Programming",0.42,42519,1349,519,207,0.0488,0,2025-11-02,15:48:00,488,LOW,SMALL,5
455,LinkedIn,article,Lifestyle,HI,BR,"2025-10-12 04:36:00","#Positivity #Lifestyle #DailyLife #Wellness #MindfulLiving #Motivation",0.07,28771,2217,852,341,0.1186,1,2025-10-12,04:36:00,1186,LOW,SMALL,5
456,LinkedIn,poll,Travel,EN,US,"2025-08-26 19:41:00","#Travel #Journey #Tourism #Adventure",0.9,25913,2564,986,394,0.1523,1,2025-08-26,19:41:00,1523,LOW,SMALL,5
457,LinkedIn,video,Food,UR,US,"2025-03-24 18:19:00","#Recipe #Food #Foodie",0.3,29309,852,328,131,0.0448,0,2025-03-24,18:19:00,448,LOW,SMALL,5
458,LinkedIn,poll,Education,DE,UK,"2025-12-29 10:20:00","#Education #StudyTips #Knowledge #Learning #AcademicSuccess",0.4,32229,479,184,73,0.0229,0,2025-12-29,10:20:00,229,LOW,SMALL,5
459,LinkedIn,article,Sports,PT,AU,"2025-12-23 12:05:00","#Workout #Sports #Cricket #Training #Football #Fitness #Basketball",0.89,40407,1856,714,285,0.0707,0,2025-12-23,12:05:00,707,LOW,SMALL,5
460,LinkedIn,video,Technology,HI,JP,"2025-07-09 14:14:00","#AI #DataScience #CodingLife #MachineLearning #Programming #TechTrends #Innovation",0.7,24789,461,177,71,0.0287,0,2025-07-09,14:14:00,287,LOW,SMALL,5
461,LinkedIn,carousel,Food,FR,US,"2025-04-11 20:07:00","#FoodBlog #MustTry #Recipe #Food #Cooking",0.74,45720,2915,1121,448,0.0981,1,2025-04-11,20:07:00,981,LOW,SMALL,5
462,LinkedIn,video,Entertainment,ES,IN,"2025-03-07 10:46:00","#Viral #MovieTime #Entertainment #Trending #FollowForMore",0.67,28991,1903,732,292,0.101,1,2025-03-07,10:46:00,1010,LOW,SMALL,5
463,LinkedIn,article,Education,PT,FR,"2025-05-21 15:23:00","#Learning #Education #Certification #AcademicSuccess #Knowledge #StudyTips",0.64,22935,500,192,77,0.0336,0,2025-05-21,15:23:00,336,LOW,SMALL,5
464,LinkedIn,poll,Technology,FR,FR,"2025-02-08 06:21:00","#AI #CodingLife #Programming #Innovation #MachineLearning",0.41,42045,3483,1339,535,0.1275,1,2025-02-08,06:21:00,1275,LOW,SMALL,5
465,LinkedIn,image,Business,HI,JP,"2025-05-03 01:21:00","#Entrepreneur #BusinessTips #CareerGrowth #Leadership #Hustle #StartupLife",0.44,3185,135,52,20,0.0654,0,2025-05-03,01:21:00,654,LOW,SMALL,5
466,LinkedIn,article,Sports,EN,JP,"2025-01-29 15:06:00","#Sports #Cricket #Training #Football #Fitness #Basketball #Workout",0.65,40293,3090,1188,475,0.118,1,2025-01-29,15:06:00,1180,LOW,SMALL,5
467,LinkedIn,poll,Technology,JA,FR,"2025-08-26 19:06:00","#CodingLife #Programming #AI #TechTrends #DataScience",0.52,7729,122,47,18,0.0245,0,2025-08-26,19:06:00,245,LOW,SMALL,5
468,LinkedIn,article,Food,FR,CA,"2025-03-06 08:26:00","#MustTry #FoodBlog #Recipe #Food #Cooking #Foodie",-0.17,21425,1036,398,159,0.0745,0,2025-03-06,08:26:00,745,LOW,SMALL,5
469,LinkedIn,poll,Education,UR,CA,"2025-10-05 04:19:00","#Knowledge #Certification #AcademicSuccess #Learning #StudyTips #Education",0.89,37664,3283,1263,505,0.1341,1,2025-10-05,04:19:00,1341,LOW,SMALL,5
470,LinkedIn,carousel,Education,FR,BR,"2025-11-24 02:12:00","#StudyTips #Certification #Knowledge #AcademicSuccess #Education #Learning",0.5,30773,2475,952,380,0.1238,1,2025-11-24,02:12:00,1238,LOW,SMALL,5
471,LinkedIn,article,Travel,FR,US,"2025-11-24 10:39:00","#Adventure #Tourism #Wanderlust #ExploreMore",0.64,1440,62,24,9,0.0671,0,2025-11-24,10:39:00,671,LOW,SMALL,5
472,LinkedIn,article,Education,EN,AU,"2025-02-28 15:40:00","#Knowledge #Learning #AcademicSuccess #StudyTips #Certification #Education",0.93,48109,1496,575,230,0.0479,0,2025-02-28,15:40:00,479,LOW,SMALL,5
473,LinkedIn,poll,Business,ES,BR,"2025-01-12 14:01:00","#Entrepreneur #CareerGrowth #BusinessTips #Hustle #Leadership #StartupLife",0.62,25402,1685,648,259,0.1021,1,2025-01-12,14:01:00,1021,LOW,SMALL,5
474,LinkedIn,poll,Food,PT,IN,"2025-03-02 10:12:00","#Recipe #Cooking #FoodBlog #MustTry #Foodie #Food",-0.31,39490,905,348,139,0.0353,0,2025-03-02,10:12:00,353,LOW,SMALL,5
475,LinkedIn,poll,Lifestyle,ES,DE,"2025-05-07 14:54:00","#Wellness #Positivity #DailyLife #Motivation #Lifestyle #MindfulLiving",0.11,11972,569,219,87,0.0732,0,2025-05-07,14:54:00,732,LOW,SMALL,5
476,LinkedIn,poll,Education,JA,AU,"2025-08-26 14:44:00","#Certification #StudyTips #AcademicSuccess #Education #Knowledge #Learning",0.94,30627,2713,1043,417,0.1363,1,2025-08-26,14:44:00,1363,LOW,SMALL,5
477,LinkedIn,carousel,Business,UR,FR,"2025-07-13 14:35:00","#Entrepreneur #BusinessTips #StartupLife",0.61,39270,728,280,112,0.0285,0,2025-07-13,14:35:00,285,LOW,SMALL,5
478,LinkedIn,poll,Food,DE,FR,"2025-08-19 15:51:00","#Cooking #MustTry #Recipe #Food #FoodBlog #Foodie",0.79,24533,2172,835,334,0.1363,1,2025-08-19,15:51:00,1363,LOW,SMALL,5
479,LinkedIn,image,Fashion,HI,UK,"2025-04-27 09:02:00","#Style #OOTD #Lookbook #FashionTips #TrendingStyle #Fashion",0.89,45796,3942,1516,606,0.1325,1,2025-04-27,09:02:00,1325,LOW,SMALL,5
480,LinkedIn,video,Food,ES,AU,"2025-05-14 14:52:00","#Recipe #MustTry #Food #Foodie #FoodBlog",-0.09,48404,2905,1117,447,0.0924,1,2025-05-14,14:52:00,924,LOW,SMALL,5
481,LinkedIn,carousel,Business,JA,JP,"2025-06-24 10:12:00","#Hustle #CareerGrowth #Entrepreneur #Leadership #StartupLife #BusinessTips",0.75,9411,378,145,58,0.0619,0,2025-06-24,10:12:00,619,LOW,SMALL,5
482,LinkedIn,article,Travel,DE,DE,"2025-04-26 15:34:00","#Wanderlust #ExploreMore #Travel #Journey #Tourism",-0.86,22643,838,322,129,0.057,0,2025-04-26,15:34:00,570,LOW,SMALL,5
483,LinkedIn,poll,Food,PT,FR,"2025-04-15 02:24:00","#Recipe #Food #Cooking #MustTry",-0.42,20965,349,134,53,0.0256,0,2025-04-15,02:24:00,256,LOW,SMALL,5
484,LinkedIn,article,Fashion,ES,US,"2025-12-19 00:12:00","#TrendingStyle #OOTD #Style",0.8,5586,294,113,45,0.0812,1,2025-12-19,00:12:00,812,LOW,SMALL,5
485,LinkedIn,image,Fashion,EN,MX,"2025-06-17 13:10:00","#Style #FashionTips #TrendingStyle",0.44,14531,352,135,54,0.0373,0,2025-06-17,13:10:00,373,LOW,SMALL,5
486,LinkedIn,video,Lifestyle,PT,JP,"2025-03-23 09:12:00","#MindfulLiving #Positivity #Motivation #Lifestyle #Wellness #DailyLife",0.89,40639,3371,1296,518,0.1277,1,2025-03-23,09:12:00,1277,LOW,SMALL,5
487,LinkedIn,poll,Education,JA,JP,"2025-08-25 09:41:00","#Knowledge #Certification #StudyTips #AcademicSuccess #Learning #Education",0.94,49053,2583,993,397,0.081,1,2025-08-25,09:41:00,810,LOW,SMALL,5
488,LinkedIn,carousel,Sports,HI,FR,"2025-12-24 07:10:00","#Workout #Cricket #Football #Sports #Training",0.25,33341,1423,547,219,0.0657,0,2025-12-24,07:10:00,657,LOW,SMALL,5
489,LinkedIn,poll,Entertainment,DE,IN,"2025-02-23 14:28:00","#Trending #Viral #Funny #Entertainment",0.44,46513,2996,1152,461,0.0991,1,2025-02-23,14:28:00,990,LOW,SMALL,5
490,LinkedIn,carousel,Health,DE,FR,"2025-04-10 09:07:00","#Wellness #Fitness #MentalHealth #Nutrition #HealthTips #Health",0.79,47765,4416,1698,679,0.1423,1,2025-04-10,09:07:00,1423,LOW,SMALL,5
491,LinkedIn,video,Travel,UR,MX,"2025-03-29 19:11:00","#Travel #ExploreMore #Tourism #Journey #Wanderlust",0.41,18907,487,187,75,0.0397,0,2025-03-29,19:11:00,397,LOW,SMALL,5
492,LinkedIn,image,Sports,FR,US,"2025-12-12 15:03:00","#Training #Cricket #Sports #Basketball #Football #Fitness #Workout",0.4,25732,1811,696,278,0.1083,1,2025-12-12,15:03:00,1083,LOW,SMALL,5
